"_id","timestamp","device_id","package_name","application_name","installation_status","version_name","version_code"
45,1587877612795,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.ubercab","Uber",2,"4.313.10007",68739
46,1587959530585,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.comcast.hsf","Hotspots",2,"5.6.2",713
47,1587959557714,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","fr.sevenpixels.dice","Dice",2,"2.2.1",420252
48,1587959575339,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.apps.photos.scanner","PhotoScan",2,"1.5.2.242191532",74937
49,1587959579503,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.ucci.dmw","UCD Mobile",2,"8.00.04",20191112
50,1587959605221,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.booking","Booking.com",2,"22.0.5",11993
51,1587959648508,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.microsoft.emmx","Edge",2,"45.03.4.4955",4955004
52,1587959664570,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.amazon.now","Prime Now",2,"4.21.4",42140001
53,1587959674002,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.thetransitapp.droid","Transit",2,"5.7.7",3015971
54,1587959693203,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.videos","Google Play Movies & TV",2,"4.18.37",41800375
55,1587959706067,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.rbs.mobile.android.natwest","NatWest",2,"06.05.0000.122.0",2020200
56,1588030309124,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.microsoft.windowsintune.companyportal","Company Portal",2,"5.0.4765.0",4067811
57,1588030335963,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.apps.maps","Maps",2,"10.40.1",1040101040
58,1588030354444,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.netflix.mediaclient","Netflix",2,"7.54.2 build 38 34837",34837
59,1588030359291,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.duckduckgo.mobile.android","DuckDuckGo",2,"5.52.4",55204
60,1588030365350,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.hulu.plus","Hulu",2,"3.73.0.308630",308630
61,1588030376352,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.spotify.music","Spotify",2,"8.5.55.1105",58727994
62,1588030382212,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","mobi.firedepartment","PulsePoint",2,"4.7.0",4736
63,1588031651334,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.shazam.android","Shazam",2,"10.27.0-200427",1002700
64,1588031663545,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.apps.docs","Drive",2,"2.20.161.05.40",201610540
65,1588031676589,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.dd.doordash","DoorDash",2,"12.5.3",743
66,1588031685173,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.calendar","Calendar",2,"2020.14.1-306605106-release",2016577914
67,1588031703707,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.paypal.android.p2pmobile","PayPal",2,"7.23.1",1150073305
68,1588078519761,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","nexbit.icons.moonshine","Moonshine",2,"3.2.0",320
69,1588078537567,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.oneplus.gallery","Gallery",2,"3.8.21",23250761
70,1588128246395,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.keep","Keep Notes",2,"5.20.161.03.40",201610340
71,1588128284368,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.thetrainline","Trainline",2,"108.0.0.53674",1153674
72,1588128336696,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.microsoft.office.word","Word",2,"16.0.12730.20214",2002098359
73,1588128419917,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.airbnb.android","Airbnb",2,"20.17.2",21058109
74,1588128428885,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.duckduckgo.mobile.android","DuckDuckGo",2,"5.52.5",55205
75,1588128516173,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.microsoft.office.excel","Excel",2,"16.0.12730.20214",2002098359
76,1588128564727,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.microsoft.office.powerpoint","PowerPoint",2,"16.0.12730.20214",2002098359
77,1588128593755,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.dropbox.android","Dropbox",2,"186.2.6",18620600
78,1588180703452,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.github.android","GitHub",2,"1.1.5",88
79,1588180710943,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","Messenger Lite",2,"85.0.1.4.120",211427000
80,1588180715622,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.tunnelbear.android","TunnelBear",2,"3.2.10",403021001
81,1588180725716,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.lgeha.nuts","LG ThinQ",2,"3.0.2200001",30108151
82,1588180737080,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.teamviewer.teamviewer.market.mobile","TeamViewer",2,"15.5.73",155073
83,1588180745422,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.comuto","BlaBlaCar",2,"5.51.0",340000297
84,1588180756598,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.goeuro.rosie","Omio",2,"7.39.0",1116
85,1588180761685,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.oneplus.filemanager","File Manager",2,"2.6.0.200402101009.f8e239d",30001320
86,1588180769300,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.oneplus.filemanager.black.overlay","File Manager Theme pack (Dark tone)",2,"2.5.1",30001310
87,1588180769687,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.oneplus.filemanager.white.overlay","File Manager Theme pack (Light tone)",2,"2.5.1",30001310
88,1588180769747,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.oneplus.filemanager.white.overlay","File Manager Theme pack (Light tone)",2,"2.5.1",30001310
89,1588180770134,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.oneplus.filemanager.black.overlay","File Manager Theme pack (Dark tone)",2,"2.5.1",30001310
90,1588214450630,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","air.Cinepolis","Cinépolis",2,"4.8.1",40106032
91,1588214474637,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.azure.authenticator","Authenticator",2,"6.2004.2757",20202757
92,1588214487322,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","vintage.icon.pack.ddt","Viral",2,"10.5",74
93,1588302121211,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.ubercab","Uber",2,"4.314.10008",68920
94,1588302138000,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.upmc.healthplan","Health Plan",2,"20.3",2003000
95,1588302149629,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","au.com.shiftyjelly.pocketcasts","Pocket Casts",2,"7.8.3",5436
96,1588302178830,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.apps.tachyon","Duo",2,"85.0.308355559.DR85_RC07",3009783
97,1588302186416,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.oneplus.account","OnePlus Account",2,"2.6.0.200420103716.4cfef42",1001
98,1588302194068,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.oneplus.account.basiccolorwhite.overlay","OnePlus Account Theme pack (Light tone)",2,"1.0.0",1
99,1588302194509,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.oneplus.account.basiccolorblack.overlay","OnePlus Account Theme pack (Dark tone)",2,"1.0.0",1
100,1588302194809,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.oneplus.account.basiccolorwhite.overlay","OnePlus Account Theme pack (Light tone)",2,"1.0.0",1
101,1588302195349,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.oneplus.account.basiccolorblack.overlay","OnePlus Account Theme pack (Dark tone)",2,"1.0.0",1
102,1588302211748,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.vivaldi.browser","Vivaldi",2,"3.0.1885.43",518850043
103,1588302238566,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.googlequicksearchbox","Google",2,"11.6.10.21.arm64",301081033
104,1588302282623,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.booking","Booking.com",2,"22.1",12017
105,1588302293767,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","org.telegram.messenger","Telegram",2,"6.1.1",19457
106,1588302297965,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","mark.via.gp","Via",2,"3.9.10",20200428
107,1588302307075,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.duckduckgo.mobile.android","DuckDuckGo",2,"5.52.6",55206
108,1588302319397,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","notion.id","Notion",2,"0.6.1",6001
109,1588302338452,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.Slack","Slack",2,"20.04.20.0.",30010427
110,1588302379172,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.ubercab.eats","Uber Eats",2,"1.251.10006",69045
111,1588302407363,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.youtube","YouTube",2,"15.17.38",1512306112
112,1588302415436,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.apps.subscriptions.red","Google One",2,"1.64.304725437",32583
113,1588302456336,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","net.skyscanner.android.main","Skyscanner",2,"7.14",2004280903
114,1588302519728,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","me.lyft.android","Lyft",2,"6.29.3.1588026058",1588026058
115,1588302529765,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.whatsapp","WhatsApp",2,"2.20.140",453514
116,1588302561212,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.gm","Gmail",2,"2020.04.12.307915656.Release",62161216
117,1588302577698,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.music","Google Play Music",2,"8.24.8557-1.R",85571
118,1588302590304,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.digipom.easyvoicerecorder.pro","Easy Voice Recorder Pro",2,"2.7.1",282710201
119,1588434226216,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.wangdaye.mysplash","Mysplash",2,"3.8.2",382
120,1588434242500,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.protonvpn.android","ProtonVPN (old)",2,"1.4.54",140
121,1588434270355,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.adobe.scan.android","Adobe Scan",2,"20.03.09",201029270
122,1588434278624,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.upmc.android.upmcanywherecare","AnywhereCare",2,"12.0.6.036_07",1206036
123,1588434301324,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.amazon.avod.thirdpartyclient","Prime Video",2,"3.0.269.106747",269106747
124,1588434363265,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.googlequicksearchbox","Google",2,"11.7.11.21.arm64",301082464
125,1588434382978,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","org.telegram.messenger","Telegram",2,"6.1.1",19477
126,1588434390739,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.hbo.broadband","HBO GO",2,"120.02.151",846
127,1588434397000,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.vna.service.vvm","Visual Voicemail",2,"7.29.5.3.82106",82106
128,1588434502380,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.airbnb.android","Airbnb",2,"20.18",21058146
129,1588434523727,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.ticketmaster.mobile.android.na","Ticketmaster",2,"202.0",275
130,1588434536514,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","air.Cinepolis","Cinépolis",2,"4.8.2",40106033
131,1588434563344,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.venmo","Venmo",2,"7.50.0",1814
132,1588434583953,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.TotalPlay.totalplay","Totalplay",2,"4.0.50",150
133,1588434594097,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","net.darksky.darksky","Dark Sky",2,"3.3.1",292
134,1588434605873,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.syf.mysynchrony","MySynchrony",2,"2.5.0",77
135,1588446341779,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","oneplus.consumer.android","OnePlus Care",2,"4.4.2",83
136,1588446371976,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.paypal.android.p2pmobile","PayPal",2,"7.23.2",1150073306
137,1588446415859,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","us.zoom.videomeetings","Zoom",2,"5.0.23478.0429",50001
138,1588446429487,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.vna.service.vvm","Visual Voicemail",2,"7.33.1.82330",82330
139,1588446437780,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","bitpit.launcher","Niagara Launcher",2,"0.24.2",312
140,1588446456085,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.twentythreeandme.app","23andMe",2,"5.40.0",351
141,1588446487702,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.roots.rootsnk","Roots",2,"2.4.1",50
142,1588446500531,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.music","Google Play Music",2,"8.24.8558-1.R",85581
143,1588510747502,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.upmc.sda","",0,"",-1
144,1588510765069,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.upmc.sda","MoSHI Surveys",1,"1.0.2",1
145,1588542037424,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.pnc.ecommerce.mobile","PNC",2,"4.15",503310849
146,1588629732186,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.goeuro.rosie","Omio",2,"7.40.0",1133
147,1588629752371,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.android.vending","Google Play Store",2,"19.8.29-all [0] [PR] 308969245",81982900
148,1588629798192,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.apps.photos","Photos",2,"4.49.0.308539867",20721959
149,1588629807347,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.play.games","Google Play Games",2,"2020.03.16841 (303850759.303850759-000408)",168410048
150,1588629845666,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.amazon.kindle","Amazon Kindle",2,"8.30.0.100(1.3.221414.0)",1215823973
151,1588629853951,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.apps.turbo","Device Health Services",2,"1.14.0.302705452.release",10226197
152,1588629877761,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.what3words.android","what3words",2,"4.4.1",30225
153,1588629887838,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.apps.subscriptions.red","Google One",2,"1.63.309504111",33939
154,1588629919830,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.netflix.mediaclient","Netflix",2,"7.55.0 build 31 34846",34846
155,1588629949442,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.spotify.music","Spotify",2,"8.5.56.1186",58990705
156,1588629973567,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.oneplus.gallery","Gallery",2,"3.11.2",23300154
157,1588629990389,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.calendar","Calendar",2,"2020.16.1-308233856-release",2016593040
